sensor-id,temp [¡C],revC_raw_tmp,revC_raw_rv,tsi_value [m/s]
7,24.7,1.563,1.526,1.1315
7,24.7,1.559,1.52,1.1535
7,24.7,1.565,1.526,1.1535
7,24.7,1.564,1.52,1.1535
7,24.7,1.566,1.523,1.1535
7,24.7,1.559,1.52,1.1535
7,24.7,1.564,1.524,1.151
7,24.7,1.567,1.521,1.1413
7,24.7,1.564,1.52,1.1413
7,24.7,1.559,1.52,1.129
7,24.7,1.564,1.525,1.129
7,24.7,1.558,1.52,1.129
7,24.7,1.565,1.525,1.1388
7,24.7,1.563,1.525,1.1486
7,24.7,1.563,1.518,1.1486
6,24.6,1.498,1.12,0
6,24.6,1.497,1.127,0
6,24.6,1.499,1.12,0
6,24.6,1.495,1.119,0
6,24.6,1.501,1.114,0
6,24.6,1.491,1.117,0
6,24.5,1.499,1.117,0
6,24.5,1.497,1.123,0
6,24.6,1.501,1.119,0
6,24.6,1.502,1.12,0
6,24.5,1.489,1.121,0
6,24.5,1.497,1.118,0
6,24.6,1.492,1.121,0
6,24.6,1.498,1.115,0
6,24.6,1.497,1.118,0
6,24.6,1.497,1.122,0
6,24.6,1.494,1.159,0
6,24.6,1.502,1.191,0
6,24.5,1.497,1.216,0.0831
6,24.5,1.509,1.218,0.0831
6,24.5,1.509,1.223,0.0929
6,24.5,1.519,1.236,0.1246
6,24.6,1.516,1.235,0.1246
6,24.6,1.517,1.244,0.1491
6,24.5,1.52,1.265,0.1711
6,24.5,1.523,1.272,0.1711
6,24.5,1.524,1.277,0.1833
6,24.5,1.521,1.288,0.1979
6,24.5,1.528,1.287,0.1979
6,24.5,1.526,1.275,0.2199
6,24.5,1.529,1.279,0.2273
6,24.5,1.528,1.286,0.2346
6,24.6,1.531,1.281,0.2346
6,24.6,1.531,1.28,0.2468
6,24.6,1.535,1.29,0.2493
6,24.6,1.53,1.281,0.2493
6,24.5,1.534,1.281,0.2493
6,24.5,1.535,1.275,0.2444
6,24.5,1.531,1.287,0.2444
6,24.5,1.535,1.296,0.2346
6,24.5,1.534,1.296,0.2444
6,24.5,1.533,1.283,0.2444
6,24.5,1.535,1.29,0.2468
6,24.5,1.535,1.284,0.2493
6,24.5,1.534,1.28,0.2493
6,24.5,1.535,1.287,0.2493
6,24.5,1.535,1.291,0.2468
6,24.5,1.535,1.281,0.2517
6,24.5,1.533,1.287,0.2517
6,24.5,1.535,1.287,0.2566
6,24.5,1.543,1.281,0.2566
6,24.5,1.541,1.292,0.2444
6,24.5,1.542,1.296,0.2468
6,24.5,1.546,1.296,0.2493
6,24.5,1.546,1.297,0.2493
6,24.5,1.543,1.296,0.2566
6,24.5,1.543,1.289,0.2639
6,24.5,1.535,1.283,0.2639
6,24.5,1.546,1.284,0.2615
6,24.5,1.547,1.285,0.2664
6,24.5,1.546,1.285,0.2664
6,24.5,1.542,1.281,0.2688
6,24.5,1.544,1.281,0.2566
6,24.5,1.535,1.274,0.2566
6,24.5,1.542,1.285,0.2615
6,24.5,1.547,1.294,0.2615
6,24.5,1.543,1.285,0.2615
6,24.5,1.542,1.283,0.2615
6,24.5,1.543,1.275,0.2713
6,24.5,1.535,1.275,0.2615
6,24.5,1.534,1.278,0.2615
6,24.5,1.545,1.279,0.2664
6,24.5,1.535,1.282,0.2664
6,24.5,1.535,1.28,0.2615
6,24.5,1.535,1.29,0.2615
6,24.5,1.542,1.28,0.2713
6,24.5,1.535,1.282,0.2713
6,24.5,1.535,1.287,0.2761
6,24.5,1.535,1.295,0.2908
6,24.5,1.535,1.296,0.2908
6,24.5,1.535,1.29,0.2859
6,24.5,1.535,1.294,0.2786
6,24.5,1.547,1.293,0.2786
6,24.5,1.535,1.283,0.2737
6,24.5,1.542,1.291,0.2737
6,24.5,1.544,1.285,0.2761
6,24.5,1.535,1.293,0.2761
6,24.5,1.547,1.295,0.2761
6,24.5,1.545,1.28,0.2761
6,24.5,1.542,1.285,0.2713
6,24.5,1.535,1.28,0.2737
6,24.5,1.547,1.291,0.2713
6,24.5,1.535,1.278,0.2713
6,24.5,1.545,1.279,0.2737
6,24.5,1.534,1.284,0.2737
6,24.5,1.543,1.281,0.2835
6,24.5,1.535,1.285,0.2786
6,24.5,1.542,1.283,0.281
6,24.5,1.535,1.291,0.281
6,24.5,1.535,1.289,0.2737
6,24.5,1.535,1.283,0.2859
6,24.5,1.535,1.302,0.2859
6,24.5,1.542,1.325,0.2859
6,24.5,1.542,1.315,0.3104
6,24.5,1.535,1.313,0.3104
6,24.5,1.535,1.317,0.3275
6,24.5,1.535,1.297,0.3324
6,24.5,1.535,1.306,0.3446
6,24.5,1.546,1.315,0.3446
6,24.5,1.542,1.312,0.3397
6,24.5,1.535,1.307,0.3397
6,24.5,1.535,1.311,0.347
6,24.5,1.547,1.309,0.3495
6,24.5,1.543,1.313,0.3592
6,24.5,1.543,1.311,0.3592
6,24.5,1.547,1.312,0.3568
6,24.5,1.535,1.311,0.3568
6,24.5,1.534,1.322,0.3543
6,24.5,1.547,1.31,0.3543
6,24.5,1.535,1.314,0.3617
6,24.5,1.545,1.305,0.3617
6,24.5,1.547,1.322,0.3641
6,24.5,1.547,1.315,0.3641
6,24.5,1.547,1.312,0.3592
6,24.5,1.547,1.323,0.3592
6,24.5,1.535,1.313,0.369
6,24.5,1.535,1.311,0.369
6,24.5,1.535,1.311,0.3739
6,24.5,1.543,1.305,0.3739
6,24.5,1.531,1.313,0.3617
6,24.5,1.542,1.31,0.3617
6,24.5,1.542,1.314,0.3666
6,24.5,1.543,1.315,0.3666
6,24.5,1.546,1.311,0.3739
6,24.5,1.546,1.312,0.3739
6,24.5,1.546,1.321,0.369
6,24.5,1.546,1.315,0.369
6,24.5,1.545,1.321,0.3739
6,24.5,1.535,1.316,0.3739
6,24.5,1.547,1.314,0.3715
6,24.5,1.543,1.314,0.3715
6,24.5,1.55,1.313,0.3715
6,24.5,1.546,1.309,0.3715
6,24.5,1.549,1.315,0.3617
6,24.5,1.544,1.311,0.3592
6,24.5,1.547,1.315,0.3592
6,24.5,1.543,1.308,0.3592
6,24.5,1.544,1.316,0.3592
6,24.5,1.535,1.319,0.3592
6,24.5,1.535,1.319,0.3592
6,24.5,1.535,1.311,0.3568
6,24.5,1.543,1.314,0.3568
6,24.5,1.543,1.306,0.3568
6,24.5,1.534,1.307,0.3397
6,24.5,1.545,1.313,0.3372
6,24.5,1.535,1.322,0.3397
6,24.5,1.535,1.318,0.3397
6,24.5,1.535,1.313,0.3446
6,24.5,1.543,1.318,0.3446
6,24.5,1.535,1.316,0.3421
6,24.5,1.546,1.317,0.3421
6,24.5,1.545,1.323,0.3568
6,24.5,1.543,1.32,0.3568
6,24.5,1.544,1.309,0.3592
6,24.5,1.542,1.323,0.3592
6,24.5,1.547,1.319,0.3715
6,24.5,1.535,1.311,0.3715
6,24.5,1.546,1.317,0.3715
6,24.5,1.535,1.325,0.3715
6,24.5,1.546,1.328,0.391
6,24.5,1.535,1.334,0.391
6,24.5,1.55,1.328,0.4057
6,24.5,1.546,1.331,0.4081
6,24.5,1.545,1.335,0.4277
6,24.5,1.542,1.344,0.4277
6,24.5,1.542,1.342,0.4301
6,24.5,1.531,1.332,0.4277
6,24.5,1.547,1.344,0.4301
6,24.5,1.549,1.347,0.4301
6,24.5,1.549,1.333,0.4448
6,24.5,1.547,1.334,0.4448
6,24.5,1.547,1.343,0.4472
6,24.5,1.543,1.341,0.4472
6,24.5,1.549,1.339,0.4472
6,24.5,1.545,1.344,0.4472
6,24.5,1.545,1.346,0.4545
6,24.5,1.547,1.346,0.4545
6,24.5,1.549,1.344,0.4594
6,24.5,1.533,1.341,0.4643
6,24.5,1.545,1.344,0.4619
6,24.5,1.543,1.333,0.4619
6,24.5,1.549,1.335,0.4521
6,24.5,1.544,1.328,0.4472
6,24.5,1.549,1.335,0.4399
6,24.5,1.546,1.341,0.4399
6,24.5,1.549,1.341,0.435
6,24.5,1.535,1.347,0.435
6,24.5,1.549,1.344,0.4472
6,24.5,1.535,1.335,0.4497
6,24.5,1.549,1.338,0.4545
6,24.5,1.535,1.333,0.4545
6,24.5,1.55,1.33,0.4497
6,24.5,1.535,1.334,0.4497
6,24.5,1.542,1.341,0.4472
6,24.5,1.535,1.338,0.4521
6,24.5,1.548,1.342,0.4472
6,24.5,1.549,1.344,0.4472
6,24.5,1.547,1.342,0.4521
6,24.5,1.547,1.335,0.4497
6,24.5,1.551,1.343,0.457
6,24.5,1.55,1.333,0.457
6,24.5,1.547,1.339,0.4619
6,24.6,1.543,1.343,0.4619
6,24.6,1.547,1.337,0.4668
6,24.5,1.549,1.335,0.4668
6,24.5,1.55,1.335,0.4497
6,24.6,1.551,1.338,0.4497
6,24.6,1.548,1.343,0.4472
6,24.5,1.548,1.341,0.4472
6,24.5,1.55,1.333,0.4643
6,24.5,1.548,1.334,0.457
6,24.5,1.551,1.335,0.4545
6,24.5,1.547,1.337,0.4545
6,24.5,1.549,1.343,0.4521
6,24.5,1.547,1.341,0.4521
6,24.5,1.547,1.336,0.4692
6,24.5,1.543,1.334,0.4668
6,24.5,1.545,1.333,0.4594
6,24.5,1.547,1.344,0.4594
6,24.5,1.541,1.343,0.4521
6,24.5,1.543,1.346,0.4619
6,24.5,1.547,1.346,0.4668
6,24.6,1.535,1.355,0.4668
6,24.6,1.551,1.351,0.501
6,24.5,1.546,1.36,0.501
6,24.5,1.549,1.354,0.5181
6,24.6,1.546,1.366,0.5181
6,24.6,1.545,1.36,0.5279
6,24.6,1.547,1.36,0.5279
6,24.6,1.551,1.357,0.5352
6,24.5,1.547,1.36,0.5352
6,24.5,1.547,1.365,0.5425
6,24.6,1.548,1.357,0.545
6,24.6,1.549,1.36,0.5352
6,24.5,1.551,1.358,0.5352
6,24.5,1.547,1.36,0.5376
6,24.5,1.549,1.36,0.545
6,24.5,1.55,1.355,0.5425
6,24.6,1.551,1.36,0.5425
6,24.6,1.55,1.353,0.545
6,24.6,1.547,1.36,0.545
6,24.6,1.552,1.363,0.5474
6,24.6,1.547,1.359,0.545
6,24.6,1.549,1.356,0.5425
6,24.6,1.549,1.358,0.5425
6,24.6,1.549,1.36,0.5279
6,24.6,1.552,1.362,0.5279
6,24.6,1.55,1.373,0.5108
6,24.6,1.552,1.367,0.5083
6,24.6,1.552,1.375,0.4936
6,24.6,1.549,1.367,0.4936
6,24.6,1.552,1.361,0.4961
6,24.6,1.551,1.363,0.4961
6,24.6,1.551,1.362,0.4912
6,24.6,1.553,1.36,0.4961
6,24.6,1.551,1.366,0.5108
6,24.6,1.551,1.361,0.5108
6,24.6,1.554,1.362,0.5327
6,24.6,1.552,1.363,0.5376
6,24.6,1.552,1.361,0.5499
6,24.6,1.552,1.361,0.5499
6,24.6,1.552,1.363,0.5523
6,24.6,1.552,1.361,0.5523
6,24.6,1.55,1.357,0.5425
6,24.6,1.552,1.36,0.545
6,24.6,1.551,1.36,0.5352
6,24.6,1.551,1.36,0.5352
6,24.6,1.543,1.362,0.5376
6,24.6,1.55,1.361,0.5376
6,24.6,1.552,1.365,0.5425
6,24.6,1.551,1.359,0.5376
6,24.6,1.55,1.361,0.5279
6,24.6,1.543,1.361,0.5279
6,24.6,1.551,1.362,0.5254
6,24.6,1.552,1.366,0.5254
6,24.6,1.552,1.367,0.5181
6,24.6,1.551,1.357,0.5181
6,24.6,1.552,1.366,0.5156
6,24.6,1.549,1.365,0.5156
6,24.6,1.552,1.36,0.5279
6,24.6,1.55,1.36,0.5303
6,24.6,1.551,1.365,0.5401
6,24.6,1.545,1.36,0.5401
6,24.6,1.551,1.36,0.5401
6,24.6,1.551,1.358,0.5401
6,24.6,1.55,1.36,0.5327
6,24.6,1.548,1.363,0.5376
6,24.6,1.552,1.365,0.5352
6,24.6,1.548,1.364,0.5352
6,24.6,1.548,1.367,0.5376
6,24.6,1.552,1.358,0.5376
6,24.6,1.547,1.36,0.5572
6,24.6,1.551,1.361,0.5621
6,24.6,1.55,1.361,0.5547
6,24.6,1.55,1.369,0.5547
6,24.6,1.551,1.366,0.5645
6,24.6,1.551,1.36,0.5645
6,24.6,1.552,1.36,0.5499
6,24.6,1.551,1.359,0.5499
6,24.6,1.551,1.362,0.545
6,24.6,1.552,1.359,0.545
6,24.6,1.551,1.36,0.5327
6,24.6,1.55,1.367,0.545
6,24.6,1.552,1.377,0.5572
6,24.6,1.552,1.373,0.5572
6,24.6,1.552,1.373,0.5474
6,24.7,1.547,1.382,0.5474
6,24.7,1.552,1.383,0.5156
6,24.6,1.55,1.376,0.5156
6,24.6,1.547,1.369,0.5547
6,24.7,1.551,1.373,0.5547
6,24.7,1.554,1.367,0.5816
6,24.7,1.552,1.373,0.5865
6,24.7,1.554,1.381,0.5865
6,24.7,1.552,1.382,0.5938
6,24.7,1.552,1.388,0.5987
6,24.7,1.552,1.381,0.5987
6,24.7,1.553,1.373,0.5963
6,24.7,1.545,1.374,0.5938
6,24.7,1.551,1.376,0.5938
6,24.7,1.552,1.372,0.5865
6,24.7,1.551,1.382,0.5743
6,24.6,1.55,1.381,0.5743
6,24.6,1.552,1.382,0.567
6,24.7,1.551,1.385,0.5694
6,24.7,1.552,1.379,0.5645
6,24.7,1.552,1.376,0.5645
6,24.7,1.552,1.383,0.567
6,24.7,1.552,1.375,0.5645
6,24.7,1.552,1.377,0.5645
6,24.7,1.545,1.374,0.5572
6,24.7,1.553,1.381,0.5499
6,24.7,1.549,1.377,0.5499
6,24.7,1.551,1.373,0.5523
6,24.7,1.55,1.376,0.5621
6,24.7,1.552,1.378,0.5621
6,24.7,1.552,1.376,0.5841
6,24.7,1.552,1.374,0.5938
6,24.7,1.551,1.372,0.5938
6,24.7,1.552,1.373,0.5865
6,24.7,1.552,1.376,0.5841
6,24.7,1.552,1.377,0.5841
6,24.7,1.552,1.372,0.5865
6,24.7,1.547,1.37,0.5816
6,24.7,1.55,1.373,0.5865
6,24.7,1.552,1.371,0.5865
6,24.7,1.551,1.371,0.5865
6,24.7,1.55,1.364,0.5792
6,24.7,1.549,1.366,0.5792
6,24.7,1.552,1.37,0.5816
6,24.7,1.55,1.374,0.5767
6,24.7,1.552,1.377,0.5767
6,24.7,1.542,1.369,0.5792
6,24.7,1.549,1.376,0.5841
6,24.7,1.552,1.367,0.5841
6,24.7,1.552,1.371,0.5914
6,24.7,1.551,1.374,0.5987
6,24.7,1.549,1.366,0.5987
6,24.7,1.551,1.373,0.6061
6,24.7,1.551,1.383,0.6183
6,24.7,1.553,1.383,0.6183
6,24.7,1.552,1.392,0.6256
6,24.7,1.547,1.394,0.6403
6,24.7,1.552,1.393,0.6403
6,24.7,1.551,1.392,0.65
6,24.7,1.55,1.397,0.6696
6,24.7,1.552,1.398,0.6696
6,24.7,1.545,1.394,0.672
6,24.7,1.552,1.392,0.6891
6,24.7,1.552,1.392,0.6745
6,24.7,1.55,1.391,0.6745
6,24.7,1.552,1.393,0.6647
6,24.7,1.551,1.391,0.6623
6,24.7,1.552,1.393,0.6623
6,24.7,1.543,1.395,0.672
6,24.7,1.55,1.393,0.6794
6,24.7,1.549,1.396,0.6794
6,24.7,1.545,1.393,0.6818
6,24.7,1.552,1.39,0.6794
6,24.7,1.549,1.391,0.6794
6,24.7,1.552,1.397,0.6794
6,24.7,1.553,1.392,0.6843
6,24.7,1.551,1.392,0.6843
6,24.7,1.552,1.391,0.6696
6,24.8,1.552,1.389,0.6696
6,24.8,1.552,1.391,0.6696
6,24.7,1.552,1.393,0.6794
6,24.7,1.552,1.397,0.6745
6,24.7,1.549,1.398,0.6745
6,24.7,1.548,1.403,0.6769
6,24.7,1.551,1.397,0.694
6,24.7,1.546,1.395,0.7087
6,24.7,1.551,1.394,0.7087
6,24.7,1.552,1.397,0.6916
6,24.7,1.55,1.386,0.6891
6,24.7,1.552,1.392,0.6891
6,24.8,1.55,1.392,0.694
6,24.8,1.552,1.398,0.694
6,24.7,1.547,1.402,0.694
6,24.7,1.551,1.395,0.6965
6,24.7,1.545,1.403,0.6891
6,24.7,1.552,1.393,0.6891
6,24.8,1.552,1.392,0.6769
6,24.8,1.551,1.398,0.6647
6,24.8,1.551,1.392,0.6647
6,24.8,1.551,1.392,0.6598
6,24.8,1.55,1.392,0.6598
6,24.8,1.546,1.393,0.6598
6,24.8,1.55,1.394,0.6598
6,24.8,1.55,1.389,0.6672
6,24.8,1.552,1.394,0.6672
6,24.8,1.552,1.401,0.6794
6,24.8,1.552,1.394,0.6647
6,24.8,1.552,1.394,0.6598
6,24.8,1.546,1.407,0.6598
6,24.8,1.549,1.405,0.6647
6,24.7,1.55,1.395,0.6672
6,24.7,1.552,1.398,0.6672
6,24.8,1.55,1.408,0.6891
6,24.8,1.551,1.406,0.716
6,24.8,1.545,1.407,0.716
6,24.8,1.551,1.404,0.7234
6,24.7,1.552,1.408,0.7185
6,24.7,1.548,1.408,0.7185
6,24.8,1.552,1.407,0.7356
6,24.8,1.554,1.409,0.7356
6,24.8,1.552,1.415,0.7356
6,24.8,1.553,1.421,0.7356
6,24.8,1.547,1.413,0.7551
6,24.8,1.552,1.423,0.7551
6,24.8,1.552,1.419,0.7869
6,24.8,1.553,1.423,0.7893
6,24.8,1.552,1.419,0.7893
6,24.8,1.546,1.408,0.7918
6,24.8,1.552,1.41,0.8162
6,24.8,1.552,1.413,0.8162
6,24.8,1.552,1.417,0.8113
6,24.8,1.552,1.421,0.8138
6,24.8,1.551,1.421,0.8162
6,24.8,1.552,1.41,0.8162
6,24.8,1.552,1.417,0.8211
6,24.8,1.552,1.409,0.8162
6,24.8,1.548,1.412,0.8162
6,24.8,1.549,1.411,0.8138
6,24.8,1.552,1.413,0.8113
6,24.8,1.552,1.414,0.8113
6,24.8,1.552,1.417,0.804
6,24.8,1.553,1.412,0.7918
6,24.8,1.552,1.41,0.7918
6,24.8,1.552,1.419,0.7942
6,24.8,1.548,1.424,0.7942
6,24.8,1.552,1.425,0.7942
6,24.8,1.552,1.419,0.7967
6,24.8,1.552,1.424,0.7918
6,24.8,1.553,1.423,0.7942
6,24.8,1.553,1.413,0.7942
6,24.8,1.552,1.424,0.7991
6,24.8,1.552,1.41,0.7991
6,24.8,1.554,1.408,0.804
6,24.8,1.552,1.415,0.8138
6,24.8,1.552,1.415,0.8113
6,24.8,1.553,1.417,0.8113
6,24.8,1.552,1.419,0.8016
6,24.8,1.551,1.419,0.7967
6,24.8,1.552,1.423,0.7967
6,24.8,1.552,1.421,0.7967
6,24.8,1.553,1.421,0.7893
6,24.8,1.553,1.413,0.7893
6,24.8,1.552,1.411,0.7698
6,24.8,1.552,1.418,0.7722
6,24.8,1.552,1.411,0.7942
6,24.8,1.552,1.42,0.7942
6,24.8,1.552,1.424,0.7845
6,24.8,1.551,1.423,0.7845
6,24.8,1.557,1.424,0.782
6,24.8,1.555,1.419,0.7796
6,24.8,1.549,1.421,0.7942
6,24.8,1.552,1.421,0.7942
6,24.8,1.558,1.421,0.7967
6,24.8,1.552,1.417,0.7967
6,24.8,1.553,1.421,0.8236
6,24.8,1.554,1.419,0.8236
6,24.8,1.552,1.422,0.8113
6,24.8,1.552,1.417,0.8113
6,24.8,1.552,1.418,0.8113
6,24.8,1.554,1.418,0.8089
6,24.8,1.553,1.418,0.8162
6,24.8,1.552,1.417,0.8162
6,24.8,1.552,1.423,0.8162
6,24.8,1.553,1.422,0.8162
6,24.9,1.553,1.424,0.8284
6,24.9,1.554,1.419,0.8309
6,24.8,1.552,1.424,0.8333
6,24.8,1.552,1.422,0.8333
6,24.8,1.553,1.426,0.8456
6,24.8,1.554,1.429,0.8456
6,24.9,1.552,1.424,0.8431
6,24.9,1.551,1.426,0.8504
6,24.9,1.553,1.425,0.8602
6,24.9,1.552,1.425,0.8602
6,24.9,1.552,1.436,0.8651
6,24.9,1.552,1.427,0.8627
6,24.9,1.552,1.427,0.8627
6,24.9,1.553,1.432,0.8627
6,24.9,1.552,1.427,0.8407
6,24.9,1.553,1.425,0.8407
6,24.9,1.549,1.429,0.8407
6,24.9,1.552,1.431,0.8431
6,24.9,1.552,1.434,0.8651
6,24.9,1.552,1.423,0.8651
6,24.9,1.552,1.431,0.8822
6,24.9,1.551,1.435,0.8822
6,24.9,1.552,1.425,0.8871
6,24.9,1.552,1.431,0.8895
6,24.9,1.552,1.429,0.8749
6,24.9,1.552,1.434,0.8749
6,24.9,1.556,1.435,0.8602
6,24.9,1.553,1.428,0.8602
6,24.8,1.551,1.431,0.8602
6,24.8,1.552,1.427,0.8578
6,24.9,1.547,1.437,0.8773
6,24.9,1.552,1.431,0.8773
6,24.8,1.552,1.431,0.8798
6,24.8,1.552,1.437,0.8773
6,24.9,1.554,1.437,0.8871
6,24.9,1.552,1.433,0.8871
6,24.9,1.552,1.436,0.8724
6,24.9,1.551,1.437,0.8724
6,24.9,1.552,1.435,0.8578
6,24.9,1.553,1.431,0.8651
6,24.9,1.554,1.427,0.87
6,24.9,1.552,1.433,0.8529
6,24.9,1.552,1.434,0.8529
6,24.9,1.552,1.428,0.848
6,24.9,1.554,1.429,0.8578
6,24.9,1.555,1.43,0.8602
6,24.8,1.552,1.428,0.8602
6,24.8,1.553,1.431,0.8724
6,24.9,1.553,1.427,0.8675
6,24.9,1.552,1.431,0.8651
6,24.9,1.551,1.425,0.8651
6,24.9,1.552,1.429,0.8724
6,24.9,1.552,1.429,0.8724
6,24.9,1.552,1.424,0.8993
6,24.9,1.553,1.427,0.9115
6,24.9,1.552,1.435,0.9042
6,24.9,1.552,1.435,0.9042
6,24.9,1.554,1.438,0.8993
6,24.9,1.552,1.436,0.8993
6,24.9,1.557,1.437,0.9189
6,24.9,1.551,1.442,0.9335
6,24.9,1.554,1.447,0.958
6,24.9,1.551,1.446,0.958
6,24.9,1.552,1.437,0.958
6,24.9,1.552,1.447,0.9702
6,24.9,1.555,1.441,0.9604
6,24.9,1.553,1.439,0.9604
6,24.9,1.557,1.441,0.958
6,24.9,1.553,1.449,0.958
6,24.9,1.552,1.447,0.9555
6,24.9,1.557,1.445,0.9629
6,24.9,1.553,1.446,0.9629
6,24.9,1.547,1.442,0.9629
6,24.9,1.552,1.456,0.958
6,24.9,1.555,1.449,0.958
6,24.9,1.549,1.447,0.936
6,24.9,1.553,1.441,0.936
6,24.9,1.552,1.451,0.9531
6,24.9,1.552,1.445,0.9531
6,24.9,1.555,1.443,0.9629
6,24.9,1.553,1.449,0.958
6,24.9,1.552,1.446,0.958
6,24.9,1.552,1.442,0.958
6,24.9,1.553,1.45,0.98
6,24.9,1.554,1.447,0.98
6,24.9,1.554,1.445,0.98
6,24.9,1.555,1.443,0.9848
6,24.9,1.55,1.451,0.9922
6,24.9,1.555,1.44,0.9922
6,24.9,1.554,1.445,0.98
6,24.9,1.552,1.445,0.98
6,24.9,1.555,1.445,0.9873
6,24.9,1.557,1.44,0.9726
6,24.9,1.554,1.446,0.958
6,24.9,1.552,1.451,0.958
6,24.9,1.555,1.443,0.9629
6,24.9,1.549,1.447,0.9506
6,24.9,1.555,1.45,0.9629
6,24.9,1.555,1.452,0.9629
6,24.9,1.552,1.455,0.9604
6,25,1.556,1.447,0.9604
6,25,1.552,1.453,0.9677
6,24.9,1.553,1.442,0.9751
6,24.9,1.552,1.442,0.9653
6,24.9,1.553,1.45,0.9653
6,24.9,1.557,1.445,0.9555
6,24.9,1.555,1.447,0.9555
6,24.9,1.553,1.447,0.9604
6,25,1.551,1.443,0.958
6,25,1.555,1.442,0.9531
6,25,1.553,1.438,0.9531
6,25,1.554,1.439,0.9482
6,25,1.553,1.437,0.9482
6,25,1.552,1.445,0.9433
6,24.9,1.555,1.449,0.9433
6,24.9,1.554,1.446,0.9604
6,24.9,1.551,1.451,0.9604
6,24.9,1.552,1.443,0.9506
6,25,1.555,1.446,0.9433
6,25,1.554,1.453,0.9702
6,25,1.552,1.453,0.9702
6,25,1.553,1.453,0.9873
6,25,1.552,1.453,0.9873
6,25,1.552,1.46,0.9946
6,25,1.552,1.459,0.9946
6,25,1.549,1.467,1.0068
6,25,1.552,1.465,1.0068
6,25,1.555,1.463,1.0337
6,25,1.557,1.468,1.0337
6,25,1.553,1.467,1.0459
6,25,1.555,1.463,1.0508
6,25,1.555,1.461,1.0386
6,25,1.557,1.467,1.0386
6,25,1.556,1.467,1.0411
6,25,1.554,1.461,1.0362
6,25,1.556,1.456,1.0288
6,25,1.558,1.457,1.0288
6,25,1.552,1.455,1.0362
6,25,1.557,1.462,1.0362
6,25,1.548,1.462,1.0337
6,25,1.555,1.456,1.0386
6,25,1.554,1.457,1.0582
6,25,1.557,1.461,1.0582
6,25,1.554,1.462,1.0728
6,24.9,1.554,1.459,1.0728
6,24.9,1.559,1.466,1.0777
6,25,1.552,1.47,1.0679
6,25,1.559,1.463,1.0459
6,25,1.557,1.461,1.0459
6,25,1.553,1.459,1.0459
6,25,1.56,1.46,1.0484
6,25,1.553,1.462,1.0484
6,25,1.553,1.463,1.0386
6,25,1.556,1.466,1.0313
6,25,1.557,1.465,1.0313
6,25,1.554,1.466,1.0459
6,25,1.554,1.465,1.0557
6,25,1.561,1.466,1.0655
6,25,1.552,1.467,1.0655
6,25,1.552,1.456,1.0557
6,25,1.558,1.457,1.0557
6,25,1.554,1.456,1.0802
6,25,1.554,1.465,1.0826
6,25,1.554,1.457,1.0875
6,25,1.557,1.456,1.0875
6,25,1.557,1.458,1.0753
6,25,1.561,1.456,1.0753
6,25,1.559,1.462,1.0533
6,25,1.552,1.47,1.0484
6,25,1.557,1.472,1.0679
6,25,1.557,1.472,1.0679
6,25,1.551,1.472,1.107
6,25,1.555,1.473,1.1193
6,25,1.557,1.474,1.1193
6,25,1.554,1.472,1.1413
6,25,1.559,1.469,1.1315
6,25,1.555,1.474,1.1315
6,25,1.555,1.479,1.1168
6,25,1.552,1.474,1.1095
6,25,1.553,1.472,1.0997
6,25,1.553,1.47,1.0997
6,25,1.553,1.47,1.1241
6,25,1.558,1.477,1.1241
6,25,1.552,1.484,1.1315
6,25,1.553,1.483,1.1437
6,25,1.553,1.478,1.1388
6,25,1.554,1.472,1.1388
6,25,1.557,1.474,1.1315
6,25,1.561,1.475,1.1437
6,25,1.558,1.478,1.1437
6,25,1.558,1.474,1.1315
6,25,1.555,1.477,1.1144
6,25,1.552,1.477,1.1144
6,25,1.561,1.483,1.1168
6,25,1.558,1.481,1.1119
6,25,1.555,1.488,1.1119
6,25,1.555,1.487,1.1144
6,25,1.558,1.479,1.1241
6,25,1.553,1.478,1.1241
6,25,1.557,1.477,1.1315
6,25,1.557,1.474,1.1266
6,25,1.555,1.481,1.1461
6,25,1.557,1.477,1.1461
6,25,1.556,1.479,1.1535
6,25,1.554,1.477,1.1461
6,25,1.556,1.474,1.1461
6,25,1.557,1.473,1.1461
6,25,1.556,1.48,1.1413
6,25,1.558,1.473,1.1413
6,25,1.563,1.475,1.1535
6,25,1.558,1.482,1.1535
4,24.7,1.488,1.168,0
4,24.7,1.488,1.167,0
4,24.7,1.488,1.168,0
4,24.7,1.488,1.164,0
4,24.7,1.487,1.162,0
4,24.7,1.487,1.164,0
4,24.7,1.487,1.164,0
4,24.7,1.485,1.166,0
4,24.7,1.485,1.168,0
4,24.7,1.488,1.166,0
4,24.7,1.488,1.168,0
4,24.7,1.483,1.165,0
4,24.7,1.482,1.161,0
4,24.7,1.482,1.159,0
4,24.7,1.486,1.167,0
4,24.7,1.475,1.164,0
4,24.7,1.479,1.166,0
4,24.7,1.477,1.167,0
4,24.7,1.483,1.166,0
4,24.7,1.483,1.174,0
4,24.7,1.482,1.219,0
4,24.7,1.487,1.251,0
4,24.7,1.491,1.258,0
4,24.7,1.491,1.261,0.0684
4,24.7,1.499,1.3,0.11
4,24.7,1.501,1.305,0.11
4,24.7,1.5,1.311,0.1466
4,24.7,1.506,1.328,0.1931
4,24.7,1.51,1.326,0.1931
